psraid,comp,cregion,rep,msa,fips,int_date,tz,usr,usr1,state,area,areaexch,q1,q2,q3a,q3b,q3c,q3d,q3e,q3f,q5,q6a,q6b,q7,q8,q9,q12,q12.1,q13,q14,q15,q16,datenew,activ01,activ17,activ33,activ54,activ58,activ71,activ73,activ82,activ87,q17,q19a,q19b,q19c,q19d,q19e,mar,mar2,mar3,mar4,margroup,date01a,date01b,date01c,date02_1,date02_2,date02_3,date02_4,date02_5,date02_6,date02_7,date02_8,date02_9,date02_0,date03,date04a,date04b,date05a,date05b,date05c,date05d,date05e,date05f,date06a,date06b,date06c,date06d,date06e,date06f,date06g,date06h,date07,date08,date09,date10,date11,date12,date12cd,date13,date13cd,date14,date15,date16,date17,sex,age,par,d2b,d2c,d2d,d2e,d2f,d2g,educ,empl,stud,hisp,race,polaf,polid,d6,d7,d8,d9,modem,bbw,inc,date02os,date12os,date13os,date14os,religos,modemos,recage2,density3,receduc,racethn,i_user,onldat,dow,e_user,homework,often,usertype,recq6ab,d2brec,child11,d2crec,child17,childol,online,long,olhome,olwork,student,denwt,file
1746,1,4,170,42060,6083,101005,p,U,1,6,805,805928,1,2,2,3,3,3,3,2,1,1,2,2, , ,9, ,1,5,2, ,2,2,3, ,3,3,2,3,3,2,2,4,3,4,4,8,1, ,10, ,2,2, , , , , , , , , , , , , , , ,1,2,8,1,8,1,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,2,28,1,1,0,9, , , ,5,1,3,2,3,1,4,2,2, , ,1, ,7, , , , , , ,1,2,3,4,1,2,1,1,1,5,3,2,2,2,0,8,0, ,6,1,2,3,4.35,1
1747,1,3,168,11100,48381,100705,c,U,1,48,806,806355,2,2,2,1,1,4,9,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,7, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,63,2, , , , , , ,5,3,3,2,1,4,9,5,1, ,2, , ,3, , , , , , ,3,2,3,1,0,99,5,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.3125,1
1748,1,3,161,11100,48375,100605,c,U,1,48,806,806383,2,2,2,1,2,4,1,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,8, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,53,1,2,0, ,0, , ,1,1,3,1,6,2,4,2,2, , , , ,3, , , , , , ,3,2,1,3,0,99,4,0,9,98,98,9,2,2,0,8,0, , , , ,3,4.35,1
1749,1,3,11,0,48279,92105,c,R,3,48,806,806385,1,2,1,2,1,4,2,2,1,1,1,2, , ,3, ,2, ,1,4, ,2,3,3,3,3,3,3,3,3,2,3,2,8,8,8,1, ,15, ,2,2, , , , , , , , , , , , , , , ,8,2,8,1,2,2,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,2,37,1,2,1, ,0,1, ,6,2,3,2,1,1,4,2,1, ,1, ,1,4, , , , , , ,2,1,4,1,1,2,3,1,2,4,2,1,2,2,2,1,1, ,2,2,1,3,1.35416666666667,1
1750,1,3,15,0,48179,92905,c,R,3,48,806,806779,9,1,1,2,9,4,9,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,64,2, , , , , , ,5,3,3,2,1,1,3,3,97, , , , ,9, , , , , , ,3,1,3,1,0,99,4,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.16666666666667,1
1751,1,3,27,31180,48303,91605,c,S,2,48,806,806866,1,1,2,2,3,3,3,2,1,1,1,1,1,1,10, , ,1, ,1, ,1,2,3,2,3,2,2,3,2,2,2,2,3,8,8,1, ,7, ,2,2, , , , , , , , , , , , , , , ,1,2,1,1,2,1,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,1,35,1,2,0, ,2, , ,7,2,1,2,1,2,3,2,1, ,2,5,1,9, , , , , , ,2,2,4,1,1,2,5,1,3,1,4,1,2,1,0,8,1,3,6,0,0,1,1.6875,1
1752,1,2,87,22420,26049,93005,e,U,1,26,810,810239,1,2,1,1,9,4,4,2,1,1,1,1,1,2,20, , ,2,2, ,2,1,3, ,3,3,3,3,3,3,1,4,1,1,8,2,1, ,30, ,2,2, , , , , , , , , , , , , , , ,2,1,2,2,1,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,2,50,2, , , , , , ,3,1,2,2,1,4,5,3,1, ,1,3, ,8, , , , , , ,3,3,2,1,1,2,5,1,1,2,4,1, ,99, ,99,9,1,6,0,2,2,1.4375,1
1753,1,2,98,19820,26147,92105,e,S,2,26,810,810364,2,1,2,1,4,1,4,2,1,1,1,1,1,2,10, , ,1,2, , ,1,3,3,3,3,2,2,3,3,2,2,2,2,8,8,1, ,11, ,2,1,1,1, , , , , , , , , , , , , ,1,8,8,2,1,1,2,2, , , , , , , , ,2,1,2, , ,2, , , , , ,2,63,2, , , , , , ,5,2,3,2,1,2,2,4,2, , ,1, ,6, , , , , , ,3,2,3,1,1,2,3,1,1,1,4,1, ,99, ,99,9,1,6,0,2,3,1.125,1
1754,1,2,106,19820,26147,92605,e,S,2,26,810,810367,1,2,1,4,4,4,1,1,1,1,1,2, , ,0,2,1,6,1,2, ,2,3,3,3,3,3,3,3,3,2,1,2,8,8,2,1, ,28, ,2,2, , , , , , , , , , , , , , , ,1,2,1,8,8,1,2,2, , , , , , , , ,3, ,2, , ,4,2, , , , ,1,52,2, , , , , , ,5,3,3,2,1,1,5,2,1, ,1,1,3,6, , ,church, , , ,3,2,3,1,1,2,1,1,3,2,1,1, ,99, ,99,9, ,0,1,1,3,1.85416666666667,1
1755,1,2,83,22420,26049,91905,e,S,2,26,810,810635,1,1,1,1,1,4,1,1,1,1,1,1,1,2,10, , ,1,2, , ,1,3,3,3,3,3,3,3,3,2,2,2,2,4,4,1, ,52, ,2,2, , , , , , , , , , , , , , , ,2,1,1,2,1,1,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,1,73,2, , , , , , ,6,3,3,2,1,1,4,2,1, ,1,1, ,6, , , , , , ,4,3,4,1,1,2,1,1,1,1,4,1, ,99, ,99,9,1,6,0,2,3,1.04166666666667,1
1756,1,2,70,22420,26049,92805,e,S,2,26,810,810687,9,2,1,3,4,4,9,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,27, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,49,2, , , , , , ,3,7,3,2,1,4,9,2,1, ,2, , ,5, , , , , , ,2,3,2,1,0,99,3,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.4375,1
1757,1,2,74,22420,26049,92805,e,S,2,26,810,810750,1,1,4,1,1,2,3,2,1,1,1,1,2,1,6, ,1,4, ,2, ,2,3,3,3,3,3,3,3,3,2,2,2,8,8,8,1, ,16, ,2,2, , , , , , , , , , , , , , , ,1,2,2,1,2,1,2,2, , , , , , , , ,3, ,2, , ,3, , , , , ,1,41,2, , , , , , ,3,1,3,2,1,1,4,5,97, , ,1,1,8, , , , , , ,2,3,2,1,1,2,3,1,3,2,3,1, ,99, ,99,9,2,6,1,0,3,2.625,1
1758,1,2,90,22420,26049,92605,e,U,1,26,810,810785,2,2,1,1,3,2,2,2,1,1,1,2, , ,10, ,1,3,2, , ,2,2,3,2,3,3,3,3,3,2,3,2,2,8,4,4,2, ,2,4,2, , , , , , , , , , , , , , , ,2,2,1,1,1,2,2,2, , , , , , , , , , , , , , , , , , , ,2,50,2, , , , , , ,6,4,3,2,1,2,3,2,1, ,1,2, ,3, , , , , , ,3,3,4,1,1,2,1,1,1,3,3,1, ,99, ,99,9, ,6,1,2,3,1.08333333333333,1
1759,1,2,29,19820,26087,91505,e,S,2,26,810,810797,1,1,1,1,1,4,1,1,1,1,2,2, , ,3, ,1,4,2, , ,2,3,3,2,3,3,2,3,3,2,3,8,8,8,3,1, ,42, ,2,2, , , , , , , , , , , , , , , ,2,8,8,8,8,8,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,1,62,2, , , , , , ,6,1,3,2,1,1,5,2,1, ,1,1, ,8, , , , , , ,3,2,4,1,1,2,4,1,1,4,2,2, ,99, ,99,9, ,2,1,2,3,1.10416666666667,1
1760,1,2,103,19820,26147,92305,e,S,2,26,810,810984,2,2,2,2,1,3,1,1,1,1,1,2, , ,10, ,1,6,2, , ,2,2,3,3,3,9,3,3,3,2,2,2,2,8,8,1, ,19, ,2,2, , , , , , , , , , , , , , , ,1,8,1,1,2,1,2,2, , , , , , , , ,3, ,2, , ,4,3, , , , ,1,44,1,0,1, , ,1, ,3,1,3,2,1,3,2,5,4, , ,1, ,5, , ,GREW UP TOGETHER, , , ,2,2,2,1,1,2,5,1,1,6,3,1,0,8,2,1,1, ,6,1,2,3,2.64583333333333,1
1761,1,2,14,45460,18167,101105,i,U,1,18,812,812232,2,1,2,1,3,1,4,2,1,1,1,1,1,1,7, , ,2, ,1,2,1,3, ,3,3,3,3,3,3,2,2,8,8,8,8,1, ,16, ,2,2, , , , , , , , , , , , , , , ,1,2,8,1,1,1,2,2, , , , , , , , ,1,1,2, , ,1, , , , , ,2,41,1,0,2, , , ,2,6,1,2,2,1,2,1,2,1, ,9,2,9,7, , , , , , ,2,2,4,1,1,2,2,1,3,1,4,1,0,8,2,1,1,3,6,0,0,2,1.6875,1
1762,1,2,15,45460,18167,91605,i,U,1,18,812,812235,2,2,1,1,1,4,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,38, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,66,2, , , , , , ,2,3,3,2,1,2,3,3,1, ,2, , ,4, , , , , , ,4,2,1,1,0,99,5,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.20833333333333,1
1763,1,2,183,45460,18153,101305,i,S,2,18,812,812268,2,2,1,2,2,4,1,3,1,1,1,1,1,2,2, , ,1,2, ,2,1,3, ,2,3,3,3,3,3,1,2,8,2,8,8,5,2, ,2,4,1,2,2, , , , , , , , , , , , , ,2,1,1,1,1,1,2,2, , , , , , , , , , , , , , , , , , , ,2,63,1,0,1, , ,1, ,3,3,3,2,1,2,5,4,1, ,1,1, ,2, , , , , , ,3,1,2,1,1,2,4,1,1,1,2,1,0,8,2,1,1,1,2,0,2,3,1.375,1
1764,1,2,4,21780,18163,91505,c,U,1,18,812,812303,2,2,1,1,1,1,4,1,1,1,1,1,1,2,6, , ,1,2, , ,1,3,3,2,3,2,2,2,3,2,3,2,8,8,8,6,1,4, ,1,2, , , , , , , , , , , , , , , ,2,1,1,1,1,1,2,1,2,2,2,2,1,1,2, ,3, ,2, , ,2, , , , , ,1,30,1,4,0, ,1, , ,5,1,3,2,1,4,3,5,97, , ,3, ,3, , , , , , ,2,3,3,1,1,2,4,1,1,1,4,1,2,1,0,8,1,1,6,0,2,3,4.22916666666667,1
1765,1,2,109,14020,18105,92105,i,U,1,18,812,812335,1,2,3,2,3,3,3,1,1,1,1,1,2,2,6, ,1,3,2, , ,2,3,3,3,3,3,3,3,3,2,2,8,8,8,8,1, ,7, ,2,1,1,1, , , , , , , , , , , , , ,2,2,8,2,1,2,2,2, , , , , , , , ,2,1,2, , ,4,2, , , , ,2,57,2, , , , , , ,7,4,3,2,1,3,3,5,97, , ,1, ,9, , ,church, , , ,3,3,4,1,1,2,3,1,1,3,3,1, ,99, ,99,9,4,6,1,2,3,1.10416666666667,1
1766,1,2,28,18020,18005,91605,i,U,1,18,812,812372,1,1,1,1,2,1,3,2,1,1,1,1,1,2,10, , ,2,2, , ,1,3,3,3,3,3,3,3,3,2,2,8,1,8,8,1, ,44, ,2,1,1,2, , , , , , , , , , , , , ,1,2,8,8,8,8,2,2, , , , , , , , ,3, ,2, , ,3, , , , , ,1,72,2, , , , , , ,7,3,3,2,1,1,3,2,1, ,2,3, ,8, , , , , , ,4,2,4,1,1,2,5,1,1,2,4,1, ,99, ,99,9,1,6,0,2,3,1.10416666666667,1
1767,1,2,2,21780,18163,91405,c,U,1,18,812,812424,2,2,2,1,4,4,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,15, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,59,2, , , , , , ,3,1,3,2,1,3,1,3,1, ,2, , ,9, , , , , , ,3,3,2,1,0,99,3,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.5,1
1768,1,2,5,21780,18163,91505,c,U,1,18,812,812476,2,2,9,1,4,4,1,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,52, ,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,78,2, , , , , , ,3,3,3,2,1,9,9,2,2, , , , ,9, , , , , , ,4,3,2,1,0,99,4,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.22916666666667,1
1769,1,2,58,17140,18029,100405,e,S,2,18,812,812537,1,2,2,1,2,4,2,2,1,1,1,1,1,1,6, , ,2, ,2,2,2,3, ,3,3,2,2,2,3,2,3,2,2,4,4,1, ,27, ,2,2, , , , , , , , , , , , , , , ,1,2,1,1,1,1,2,2, , , , , , , , ,3, ,2, , ,3, , , , , ,1,50,2, , , , , , ,3,1,3,2,1,1,4,5,97, , ,9,1,8, , , , , , ,3,2,2,1,1,2,2,1,3,2,4,1, ,99, ,99,9,3,6,0,0,3,1.95833333333333,1
1770,1,2,151,0,18137,100305,i,R,3,18,812,812623,9,2,1,4,9,4,4,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,50, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,70,2, , , , , , ,3,3,3,2,1,9,4,2,2, , , , ,2, , , , , , ,4,1,2,1,0,99,1,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.10416666666667,1
1771,1,2,59,17140,18029,92305,e,S,2,18,812,812637,2,2,1,1,1,4,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,45, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,65,2, , , , , , ,2,3,3,2,1,1,5,2,1, ,1, , ,2, , , , , , ,4,2,1,1,0,99,5,0,9,98,98,9, ,99, ,99,9, , , , ,3,2.83333333333333,1
1772,1,2,128,31140,18061,92205,e,S,2,18,812,812738,2,2,1,4,1,4,1,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,88,2, , , , , , ,2,3,3,2,1,3,5,1,1, ,1, , ,1, , , , , , ,4,1,1,1,0,99,4,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.1875,1
1773,1,2,114,14020,18105,93005,i,S,2,18,812,812876,9,2,1,1,2,4,2,2,1,1,1,2, , ,5, ,1,3,1,3,2,2,3, ,3,3,3,3,3,3,2,2,2,2,4,4,1, ,4, ,1,2, , , , , , , , , , , , , , , ,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2, ,3, ,2, , ,4,2, , , , ,1,48,1,3,0, ,0, , ,6,1,3,2,1,3,4,2,1, ,1,2,1,6, , ,BIBLE STUDY, , , ,2,3,4,1,1,2,5,1,3,3,3,1,2,2,0,8,0, ,5,1,1,3,1.125,1
1774,1,2,92,31140,18043,92005,e,S,2,18,812,812944,1,2,1,2,9,4,9,3,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,81,2, , , , , , ,3,3,3,2,1,3,4,2,1, ,1, , ,2, , , , , , ,4,3,2,1,0,99,2,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.20833333333333,1
1775,1,2,94,31140,18043,92005,e,S,2,18,812,812949,2,2,2,1,2,4,3,1,1,1,1,1,1,2,99, , ,2,2, , ,1,3,3,3,3,3,2,3,3,2,1,3,3,8,8,2, ,2, ,1,2, , , , , , , , , , , , , , , ,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2, ,3, ,2, , ,1, , , , , ,2,29,1,5,0, ,5, , ,5,4,3,2,1,3,3,2,1, ,2,3, ,3, , , , , , ,1,3,3,1,1,2,2,1,1,2,9,1,2,1,0,8,1,1,9,0,2,3,3.625,1
1776,1,2,145,21780,18129,100205,c,S,2,18,812,812985,2,2,1,2,1,4,2,2,1,1,2,2, , ,3, ,1,3,2, ,2,2,3, ,3,3,3,3,3,3,2,8,8,3,8,8,1, ,51, ,2,2, , , , , , , , , , , , , , , ,2,2,1,1,1,2,2,2, , , , , , , , ,3, ,2, , ,3, , , , , ,2,72,2, , , , , , ,3,3,3,2,1,9,3,2,1, ,2,1, ,9, , , , , , ,4,1,2,1,1,2,7,1,1,3,2,2, ,99, ,99,9, ,2,1,2,3,1.10416666666667,1
1777,1,3,160,45300,12057,100705,e,S,2,12,813,813792,1,1,3,2,3,3,4,2,1,1,1,1,2,1,15, ,1,2, ,1,2,1,3, ,2,3,3,3,2,3,2,3,2,2,8,8,1, ,32, ,2,1,1,1, , , , , , , , , , , , , ,1,2,2,1,2,1,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,2,63,2, , , , , , ,7,1,3,2,1,1,3,5,1, ,2,3,1,7, , , , , , ,3,4,4,1,1,2,5,1,3,1,4,1, ,99, ,99,9,2,6,1,0,3,1.45833333333333,1
1778,1,3,3,45300,12057,91405,e,U,1,12,813,813837,2,1,2,2,2,4,1,2,1,1,1,1,1,2,5, , ,3,2, , ,2,1,3,2,2,2,3,3,3,2,8,2,8,2,8,1, ,16, ,2,2, , , , , , , , , , , , , , , ,1,2,1,1,8,8,2,2, , , , , , , , ,1,3,2, , ,4,98, , , , ,1,42,2, , , , , , ,3,1,3,2,1,1,3,4,1, ,9,3, ,6, , ,AT THE BEACH IN GALVESTON, , , ,2,4,2,1,1,2,3,1,1,3,3,1, ,99, ,99,9,1,5,0,2,3,3,1
1779,1,3,159,45300,12057,100605,e,S,2,12,813,813949,1,2,1,2,2,4,1,1,1,1,1,1,1,2,5, , ,2,2, ,2,1,3, ,3,3,3,2,3,3,5,1,1,8,8,8,1, ,7, ,2,2, , , , , , , , , , , , , , , ,9,9,9,9,9,9,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,1,34,1,2,0, ,0, , ,6,1,3,2,1,1,5,2,1, ,1,1, ,4, , , , , , ,2,4,4,1,1,2,4,1,1,2,4,1,2,2,0,8,0,1,5,0,2,3,2.20833333333333,1
1780,1,3,30,45300,12057,91505,e,S,2,12,813,813968,1,1,1,1,1,4,1,2,1,1,1,1,1,2,4, , ,3,2, , ,2,3,3,3,3,3,3,3,3,1,8,2,2,8,8,1, ,6, ,2,2, , , , , , , , , , , , , , , ,2,2,1,1,1,1,2,2, , , , , , , , ,3, ,2, , ,9, , , , , ,2,46,2, , , , , , ,5,1,3,2,1,1,3,2,1, ,1,1, ,5, , , , , , ,2,4,3,1,1,2,4,1,1,3,3,1, ,99, ,99,9,1,4,0,2,3,1.95833333333333,1
1781,1,3,170,45300,12101,100805,e,S,2,12,813,813973,2,1,1,1,2,4,4,1,1,1,2,1,1,1,10, , ,2, ,1,2,1,3, ,2,3,2,2,2,3,1,2,2,1,4,4,1, ,5, ,1,2, , , , , , , , , , , , , , , ,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2, ,3, ,2, , ,2, , , , , ,1,29,1,3,0, ,2, , ,7,1,3,2,2,2,3,2,1, ,1,3,1,8, , , , , , ,1,3,4,2,1,2,6,1,3,1,4,2,2,1,0,8,1,3,6,0,0,3,1.41666666666667,1
1782,1,1,132,44300,42027,100105,e,S,2,42,814,814359,1,2,1,2,3,4,4,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,78,2, , , , , , ,3,3,3,2,1,1,4,4,1, ,2, , ,1, , , , , , ,4,2,2,1,0,99,6,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.1875,1
1783,1,1,44,0,42083,92405,e,R,3,42,814,814362,2,2,1,1,2,3,1,1,1,1,1,2, , ,1, ,1,4,2, , ,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,5,2, ,2,4,2, , , , , , , , , , , , , , , ,1,2,1,1,2,1,2,2, , , , , , , , , , , , , , , , , , , ,1,68,2, , , , , , ,3,2,3,2,1,1,3,4,1, ,2,9, ,2, , , , , , ,4,1,2,1,1,2,6,1,1,4,1,1, ,99, ,99,9, ,1,1,2,3,1.75,1
1784,1,1,81,0,42111,92005,e,R,3,42,814,814443,2,2,2,2,4,4,4,2,1,1,1,2, , ,2, ,1,3,2, , ,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,1, ,20, ,2,2, , , , , , , , , , , , , , , ,2,1,1,1,1,2,2,2, , , , , , , , ,3, ,2, , ,3, , , , , ,2,47,2, , , , , , ,3,4,3,2,1,2,3,2,2, , ,4, ,5, , , , , , ,2,1,2,1,1,2,2,0,1,3,1,1, ,99, ,99,9, ,2,1,2,3,1.25,1
1785,1,1,73,21500,42049,92505,e,U,1,42,814,814453,2,2,1,2,4,3,9,3,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,6,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,99,2, , , , , , ,3,3,3,2,1,2,5,2,2, , , , ,9, , , , , , ,9,3,2,1,0,99,7,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.39583333333333,1
1786,1,1,99,0,42123,100705,e,R,3,42,814,814489,1,3,2,2,2,2,2,2,1,1,1,1,2,1,20, ,2, , ,1,2,1,3, ,3,3,3,3,3,3,1,2,1,1,8,8,3,2, ,2,4,2, , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,2, , , , , , , , , , , , , , , , , , , ,2,53,2, , , , , , ,3,1,3,2,1,3,1,2,2, , , ,9,2, , , , , , ,3,1,2,1,1,2,5,1,2,1,3,1, ,99, ,99,9,2,6,2,0,3,1.64583333333333,1
1787,1,1,172,0,42033,100905,e,R,3,42,814,814583,2,1,1,1,2,2,2,1,1,1,1,1,2,1,3, ,1,6, ,2,2,2,3, ,2,2,3,3,3,3,2,3,2,1,8,8,3,2, ,2,4,1,1,2, , , , , , , , , , , , , ,2,1,1,2,1,2,2,2, , , , , , , , , , , , , , , , , , , ,2,58,1,2,0, ,0, , ,3,2,3,2,1,2,3,2,1, ,1,1,9,2, , , , , , ,3,1,2,1,1,2,7,1,3,2,2,1,2,2,0,8,0,2,2,1,0,3,1.79166666666667,1
1788,1,1,111,0,42061,92205,e,R,3,42,814,814643,2,1,2,1,2,2,2,1,1,1,1,1,1,1,10, , ,1, ,1, ,1,3,3,3,3,3,3,3,3,2,2,1,2,8,8,1, ,31, ,2,2, , , , , , , , , , , , , , , ,1,2,8,1,8,2,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,2,58,2, , , , , , ,5,1,3,2,1,1,3,2,1, ,2,1,2,5, , , , , , ,3,1,3,1,1,2,4,1,3,1,4,1, ,99, ,99,9,3,6,0,0,3,1.27083333333333,1
1789,1,1,96,0,42121,92605,e,R,3,42,814,814677,1,1,1,1,1,9,4,1,1,1,1,1,1,2,7, , ,2,2, , ,2,3,3,3,3,3,3,1,3,2,8,2,2,8,8,6,1,0, ,1,2, , , , , , , , , , , , , , , ,2,1,1,8,1,2,2,2,2,2,2,2,2,2,2, ,3, ,2, , ,1, , , , , ,2,27,1,6,1, ,0,1, ,5,4,3,2,1,2,4,2,1, ,2,1, ,6, , , , , , ,1,1,3,1,1,2,1,1,1,2,4,1,2,2,2,1,1,1,6,0,2,3,3.22916666666667,1
1790,1,1,72,21500,42049,91805,e,S,2,42,814,814739,2,2,3,9,4,4,4,3,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,88,2, , , , , , ,3,3,3,2,1,1,4,2,1, ,1, , ,1, , , , , , ,4,3,2,1,0,99,7,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.41666666666667,1
1791,1,1,48,11020,42013,92405,e,S,2,42,814,814742,1,2,1,3,4,4,9,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,78,2, , , , , , ,2,3,3,2,1,1,3,2,2, , , , ,1, , , , , , ,4,2,1,1,0,99,6,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.79166666666667,1
1792,1,1,118,0,42063,92705,e,R,3,42,814,814743,2,2,2,1,1,4,4,1,1,1,1,1,1,2,8, , ,3,1,4, ,1,3,3,3,3,3,3,3,2,2,8,1,1,8,8,1, ,4, ,1,2, , , , , , , , , , , , , , , ,8,2,8,1,1,2,2,2,2,2,2,2,2,2,2, ,3, ,2, , ,2, , , , , ,2,31,1,3,0, ,1, , ,5,1,2,2,1,3,3,3,1, ,2,1,1,7, , , , , , ,2,2,3,1,1,2,2,1,3,3,3,1,2,1,0,8,1,1,6,0,1,2,3.5625,1
1793,1,1,78,21500,42049,91905,e,S,2,42,814,814835,2,1,2,2,3,4,2,1,1,1,1,1,1,2,15, , ,3,1,1, ,3,3,3,3,3,2,3,3,3,3,3,3,8,8,4,1, ,99, ,2,2, , , , , , , , , , , , , , , ,9,9,9,9,1,9,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,1,99,9, , , , , , ,9,9,9,9,9,3,3,2,1, ,1,1,1,9, , , , , , ,9,3,9,9,1,2,1,0,3,1,3,1, ,99, ,99,9,1,6,0,1,9,1.77083333333333,1
1794,1,1,79,21500,42049,91905,e,S,2,42,814,814838,2,2,2,2,1,4,2,2,1,1,1,1,1,2,19, , ,2,2, , ,1,3,3,1,2,3,2,2,3,2,3,1,2,8,8,6,2, ,1,3,2, , , , , , , , , , , , , , , ,2,1,8,8,2,1,2,2,2,2,2,2,1,2,2, , , , , , , , ,12,1,1,0,1,57,2, , , , , , ,3,1,3,2,1,3,5,5,1, ,2,3, ,4, , , , , , ,3,3,2,1,1,2,1,1,1,2,4,1, ,99, ,99,9,1,6,0,2,3,1.79166666666667,1
1795,1,1,84,21500,42049,92905,e,S,2,42,814,814898,1,1,1,1,1,2,2,2,1,1,1,1,1,1,15, , ,2, ,1,2,1,3, ,3,3,3,2,3,3,2,3,8,8,8,8,5,2, ,2,4,1,1,2, , , , , , , , , , , , , ,2,2,8,2,1,2,2,2, , , , , , , , , , , , , , , , , , , ,2,54,2, , , , , , ,7,1,3,2,1,1,4,2,2, , ,2,1,6, , , , , , ,3,3,4,1,1,2,4,1,3,1,4,1, ,99, ,99,9,3,6,0,0,3,1.0625,1
1796,1,1,15,0,42009,91405,e,R,3,42,814,814928,1,2,2,2,9,4,9,3,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,80,2, , , , , , ,3,3,3,2,1,1,9,2,1, ,1, , ,9, , , , , , ,4,1,2,1,0,99,3,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.0625,1
