psraid,sample,lang,state,fips,cregion,usr,llitext,form,sex,q1,intuse,emlocc,eminuse,intmob,home3nw,q2,modem4b,q3,q4,q5,q6,q7,q9,act21,act87,act93,act112,act130,look1,look2,loc1a,loc1b,q10a,q10b,cellphn,smart1,smart2,q11a,q11b,q11c,q11d,q11e,q11f,q12,loc2a,loc2b,loc3m1,loc3m2,loc3m3,loc3m4,loc3m5,loc3m6,loc3m7,loc3m8,loc3m9,loc3m10,loc3m11,loc3m12,loc3m13,mar,mar2,mar3,mar4,meet,rel1,rel2,rel3,intdatea,intdateb,intdatec,intdated,intdatee,snsdate1a,snsdate1b,snsdate1c,snsdate1d,snsdate1e,snsdate2a,snsdate2b,snsdate2c,celldatea,celldateb,breaka,breakb,date1a,date1bm1,date1bm2,date1bm3,date1bm4,date1bm5,date1bm6,date1bm7,date1bm8,date1bm9,date1bm10,date1bm11,date1bm12,date1bm13,date1bm14,date1bm15,date1bm16,date1bm17,date2a,date2bm1,date2bm2,date2bm3,date2bm4,date2bm5,date2bm6,date2bm7,date2bm8,date2bm9,date2bm10,date2bm11,date2bm12,date2bm13,date2bm14,date2bm15,date2bm16,date3a,date3b,date4a,date4b,date4c,date5a,date5b,date5c,date5d,date5e,date5f,date6,date7,date8a,date8b,date8c,date8d,date8e,date9a,date9b,date9c,date9d,rel4a,rel4b,rel4c,rel5,rel6,rel7,rel8a,rel8b,rel8c,rel8d,rel8e,rel8f,q13a,q13b,q13c,age,par,qd2b1,qd2b2,qd2c,hh1,educ2,emplnw,hisp,birth_hisp,race,inc,lgbt,ql1a,ql2hh,qc1,qc2hh,q2os,modem4bos,q6os,smart2os,loc3os,rel3vb,date1bos,date2bos,raceos,weight,standwt
200596,2,1,45,45045,3,S, ,2,1,2, , ,1,1,1, ,2, , , , , , ,1,1,1,2,2,1,1, ,2, ,1,1,1,1,1,1,1,2,1,1,2,1,1,6, , , , , , , , , , , , ,1, ,37, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,2,1,2,2,2,1,1,3, ,2,2,2,2,2,2,2,2,2,69,2, , , ,2,8,3,2, ,1,9,1, , ,2, , , , , , , , , , ,2,.631554445630089
200599,2,2,48,48061,3,S, ,2,1,2, , ,1,2,2,97, , , , , , , ,2,1,2,2,2,1,1, ,2, ,2,1,8,3,1,2,2,2,1,1,1,1,2,2, , , , , , , , , , , , ,1, ,25, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,2,1,2,2,2,2,2,3, ,2,2,2,2,1,2,2,2,2,43,1,0,1,1,4,3,1,1,3,4,2,1, , ,2, ,MY SONS USE IT MORE, , , , , , , , ,4.70967741935484,1.4872088558386
200609,2,1,18,18065,2,R, ,1,1,3,1,1, ,1,1, ,4, , , , , , ,2,1,1,1,2,1,2,2, , ,1,1,1,3,1,1,1,2,1,1,1,1,1,5, , , , , , , , , , , , ,3,2, ,1,2, , , ,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2, , , , , , , , , , , , ,2,1,2,47,1,0,0,1,2,4,1,2, ,1,4,2, , ,2, , , , , , , , , , ,6.51612903225807,2.05764512931094
200617,2,1,42,42089,1,R, ,1,1,9,2,2, ,2, , , ,1,2,2,3,2,2, , , , , , , , , , ,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,4,1,12, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,8,1,8, , , , ,3, , ,2, , ,2,2,2,2,2,70,1,0,0,2,4,3,3,2, ,2,99,1, , ,1,3, , , , , , , , , ,3.51612903225807,1.1103134608658
200618,2,1,29,29510,2,U, ,2,2,4, , ,1,1,2,1, , , , , , , ,1,1,2,1,2,1,1, ,2, ,2,1,8,3,1,1,1,2,1,1,1,2,1, , , , , , , , , , , , , ,6,2, ,2, , , , ,1,1, , , ,1,1, , , ,2,1,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,1, , , , , , , , , , , , ,1,1,1,22,2, , , ,2,3,2,2, ,2,2,1, , ,1,3, , , , , , , , , ,2.51612903225806,.794536238050757
200622,2,1,48,48309,3,U, ,1,1,2,1,1, ,1,1, ,3, , , , , , ,1,1,2,2,8,2,2,2, , ,2,1,1,1,1,1,1,2,1,1,1,2,2, , , , , , , , , , , , , ,1, ,2, , ,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,1,3, ,2,2,2,2,2,2,2,2,2,26,1,1,0,0,2,4,5,2, ,1,5,1, , ,1,1, , , , , , , , , ,3.74193548387097,1.18161799504984
200624,2,1,37,37067,3,U, ,1,1,3,2,2, ,2, , , ,2,2,2,3,1,8, , , , , , , , , , ,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,40, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,9,2,9,1, , , , ,3, , ,2, , ,2,2,9,2,2,80,2, , , ,2,3,5,2, ,1,4,1, , ,1,1, , , , , , , , , ,3.35483870967742,1.05938165073434
200626,2,1,18,18141,2,U, ,1,1,2,1,1, ,1,1, ,3, , , , , , ,2,2,2,2,2,1,2, , , ,2,1,1,1,2,2,1,2,2,1,2,2,1, , , , , , , , , , , , , ,6,8, ,2, , , , ,1,2, , , , , , , , , , , , , , , ,1,98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,1,2,2,2,1,2, , , , , , ,1,1,2,1, , , , , , , , , , , , ,2,2,2,28,2, , , ,2,6,1,2, ,1,5,2, , ,2, , , , , , , , , , ,1.90322580645161,.600995359551214
200633,2,1,49,49035,4,S, ,2,2,3, , ,1,1,1, ,4, , , , , , ,1,1,2,2,2,1,8, ,1, ,2,1,1,3,1,1,1,2,2,1,2,2,1, , , , , , , , , , , , , ,1, ,1, , ,2, , ,1,1,8,2,2,1,1,2,1,2,1,2,2,1,1,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,2,1,2,2,2,2,1,2,1,2,1,2,2,1,1,2,2,2,23,1,0,0,1,2,4,2,2, ,1,4,1, , ,1,1, , , , , , , , , ,4.90322580645161,1.54832702799635
200635,2,1,13,13067,3,S, ,1,2,2,1,1, ,1,1, ,4, , , , , , ,1,1,2,2,8,2,2,2, , ,1,1,1,1,1,1,1,2,2,1,2,2,2, , , , , , , , , , , , , ,3,2, ,8, , , , ,1,2, , , ,1,2, , , ,2,2,2, , , , ,1,4, , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1,1,2,2,1,2,2,2,2,2,2, , , , , , ,1,1,2,2, , , , , , , , , , , , ,2,2,2,46,2, , , ,1,8,1,2, ,1,6,1, , ,1,2, , , , , , , , , ,1.41935483870968,.448199929156838
200639,2,1,13,13095,3,U, ,1,1,4,1,2, ,2,2,96, , , , , , , ,2,1,2,2,2,1,1,2, , ,2,1,2,12,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,6,1,3, , ,2, , ,2,1,2,1,2,2,2,1,2,2,1,1,2,1,2,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,1,8,2,1,2,1,2,2,1,1,2,2,2,2,1,1,2,21,1,1,0,0,2,3,4,2, ,2,1,1, , ,2, , , , , , , , , , ,2.48387096774194,.784349876024466
200645,2,1,25,25017,1,U, ,2,1,1, , ,1,2,1, ,5, , , , , , ,1,2,1,2,2,1,1, , , ,2,1,2,13,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , ,1,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , , , , , , , , , , , , , ,1,1,2,8, , , , , , , , , , , , ,2,2,2,70,2, , , ,1,5,1,2, ,1,9,1, , ,1,2, , , , , , , , , ,1.61290322580645,.509318101314588
200646,2,1,18,18019,2,S, ,1,1,4,1,1, ,1,1, ,4, , , , , , ,2,2,2,2,2,2,2, , , ,1,1,2,8,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,3,1,3, , ,2, , ,2,2,2,2,2, , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,1,2, ,2,2,3, ,2,2,2,2,2,2,2,1,2,51,1,0,0,2,2,3,1,2, ,1,6,1, , ,1,2, , , , , , , , , ,3.32258064516129,1.04919528870805
200647,2,1,12,12086,3,U, ,2,2,2, , ,1,1,1, ,4, , , , , , ,1,1,2,2,2,1,1, ,2, ,1,1,1,3,2,2,1,2,2,1,2,2,1, , , , , , , , , , , , , ,6,2, ,2, , , , ,1,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,1, , , , , , , , , , , , ,2,2,2,25,1,1,2,0,1,3,4,2, ,2,1,1, , ,2, , , , , , , , , , ,5.19354838709678,1.64000428623297
200663,2,1,12,12101,3,S, ,1,1,3,1,1, ,2,2,1, , , , , , , ,2,1,2,2,2,2,2,2, , ,1,1,1,1,2,2,2,1,2,1, ,2,2, , , , , , , , , , , , , ,1, ,0, , ,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,3, ,2,2,2,2,2,2,2,2,2,41,2, , , ,2,8,1,2, ,1,5,1, , ,2, , , , , , , , , , ,4.09677419354839,1.29366797733905
200670,2,1,36,36055,1,S, ,2,1,4, , ,1,1,1, ,3, , , , , , ,1,1,2,2,2,2,2, ,1, ,2,1,1,3,1,1,1,2,2,1,2,2,1, , , , , , , , , , , , , ,6,2, ,9, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,2, , , , , , , , , , , , ,2,2,2,66,2, , , ,1,3,3,2, ,1,7,2, , ,1,2, , , , , , , , , ,2.06451612903226,.651927169682673
200674,2,1,12,12081,3,S, ,1,2,1,1,1, ,2,1, ,3, , , , , , ,2,2,2,2,2,2,2, , , ,2,1,2,11,2,2,1,2,2,1,2,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,1, , , , , , , , , , , , ,2,2,2,54,1,0,2,1,2,5,3,2, ,2,3,4, , ,2, , , , , , , , , , ,3.87096774193548,1.22236344315501
200680,2,1,13,13089,3,S, ,1,2,3,1,1, ,1,1, ,3, , , , , , ,1,1,2,2,2,2,2,2, , ,2,1,1,3,1,1,1,2,2,1,3,2,1, , , , , , , , , , , , , ,6,2, ,2, , , , ,1,2, , , ,2,2, , , ,2,1,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , , , , ,2,2,2,29,2, , , ,1,8,1,2, ,2,5,1, , ,1,1, , , , , , , , , ,1.45161290322581,.458386291183129
200692,2,1,15,15001,4,R, ,2,2,2, , ,1,2,2,1, , , , , , , ,2,2,2,2,8,1,2, , , ,2,1,2,12,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,9,9, ,9, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,9,2,2, , , , , , , , , , , , ,2,2,2,99,9, , , ,9,6,3,2, ,1,99,1, , ,2, , , , , , , , , , ,2.2258064516129,.702858979814132
200710,2,1,6,6075,4,U, ,2,1,4, , ,1,1,1, ,4, , , , , , ,1,1,2,2,2,1,1, ,1, ,2,1,1,1,1,1,1,1,1,1,2,2,1, , , , , , , , , , , , , ,6,1,1, , ,2, , ,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,50,2, , , ,4,6,2,2, ,1,3,2, , ,1,1, , , , , , , , , ,4.12903225806452,1.30385433936535
200716,2,1,48,48439,3,S, ,2,1,3, , ,1,1,1, ,4, , , , , , ,1,1,2,1,2,1,2, ,2, ,2,1,1,3,1,1,1,1,1,1,2,2,1, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,1, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,1,8, , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,2,1,2,1,1,1,3,3,3,1,2,1,2,2,2, , , , , , , , , , , , ,1,1,2,40,2, , , ,1,4,1,2, ,2,6,1, , ,2, , , , , , , , , , ,6,1.89466333689027
200720,2,1,49,49035,4,S, ,1,1,2,1,1, ,1,1, ,5, , , , , , ,1,1,1,1,2,1,2,2, , ,2,1,1,3,1,1,1,1,1,1,2,1,1,2, , , , , , , , , , , , ,1, ,25, , ,2, , ,2,1, , , ,2,1, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,1,1,2,1,2,2,2,1,1,2,9,9,2,46,1,0,0,1,3,8,1,2, ,1,7,1, , ,1,1, , , , , , , , , ,3.58064516129032,1.13068618491839
200731,2,1,29,29510,2,U, ,1,1,3,2,2, ,2, , , ,1,2,2,11,2,1, , , , , , , , , , ,2,1,8,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,2, ,14, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2, , , , ,3, , ,2, , ,2,2,2,2,2,60,2, , , ,2,3,3,2, ,2,1,1, , ,1,1, , , , , , , , , ,4,1.26310889126018
200736,2,1,19,19155,2,S, ,1,1,4,1,2, ,1,1, ,10, , , , , , ,2,1,2,2,2,1,1,1, , ,2,1,1,6,2,1,1,2,1,1,1,2,1, , , , , , , , , , , , , ,6,2, ,1,1, , , ,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,3, , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2,2,8,2,2,2,2,2,2,2,8, , , , , , ,2,1,1,1, , , , , , , , , , , , ,2,1,2,19,2, , , ,3,3,2,2, ,2,98,1, , ,2, , , , ,MUVE MUSIC BY HTC, , , , , ,2.2258064516129,.702858979814132
200737,2,1,6,6037,4,U, ,1,1,3,1,1, ,2,1, ,2, , , , , , ,1,1,1,2,2,2,2,8, , ,1,1,2,4,1,2,2,2,1,1,2,2,1, , , , , , , , , , , , , ,1, ,34, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,1,2,1,1,3, ,2,2,2,1,2,2,2,2,2,57,2, , , ,4,2,1,1,3,1,6,1, , ,1,3, , , , , , , , , ,6.12903225806452,1.93540878499543
200738,2,1,6,6023,4,R, ,2,1,1, , ,1,2,1, ,3, , , , , , ,1,2,1,2,2,1,1, , , ,2,1,2,7,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,6,1,3, , ,2, , ,2,2,2,2,2, , , , , , , , ,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,1,2, ,2,1,2,1,2,2,2,2,2,2,2,2,2,20,2, , , ,3,4,2,2, ,1,4,1, , ,2, , , , , , , , , , ,5.03225806451613,1.58907247610151
200741,2,1,6,6037,4,U, ,1,2,1,1,1, ,1,1, ,4, , , , , , ,1,1,1,1,2,2,2,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,3, , , , , , , , , , , , ,2, ,5, , ,2, , ,2,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,2,1,2,1,3, ,2,2,2,1,2,2,2,1,2,24,2, , , ,3,5,1,1,1,1,7,1, , ,1,1, , , , , , , , , ,6.67741935483871,2.10857693944239
200744,2,1,53,53063,4,S, ,1,1,5,2,2, ,1,2,4, , , , , , , ,2,1,1,2,2,1,1,1, , ,2,1,2,1,2,1,1,1,1,1,1,2,1, , , , , , , , , , , , , ,6,2, ,1,2, , , ,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,1, , , , , , , , , , , , ,2,2,2,45,2, , , ,2,2,2,2, ,1,4,2, , ,2, , , , , , , , , , ,6.70967741935484,2.11876330146869
200747,2,1,6,6073,4,S, ,1,2,3,1,1, ,1,1, ,4, , , , , , ,2,1,2,2,8,1,2,1, , ,1,1,1,3,1,1,1,2,1,1,2,1,2,2, , , , , , , , , , , , ,5,1,1, , ,2, , ,1,2,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,3, ,2,1,2,1,1,2,2,2,2,50,1,0,2,0,1,8,3,2, ,2,4,1, , ,1,1, , , , , , , , , ,1.74193548387097,.550063549419755
200762,2,1,39,39155,2,U, ,2,2,4, , ,2,2, , , ,2,2,2,8,2,1, , , , , , , , , , ,2,1,2,9,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,2, ,6, , ,2, , , , , , , , , , , , , , , ,2, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2, , , , ,3, , ,2, , ,2,2,2,2,2,55,2, , , ,2,2,4,2, ,1,3,1, , ,1,3, , , , , , , , , ,2.90322580645161,.916772582366259
200763,2,1,13,13251,3,R, ,1,1,3,1,2, ,1,1, ,1, , , , , , ,1,1,8,2,2,2,2,1, , ,2,1,1,1,2,1,1,2,1,1,1,2,2, , , , , , , , , , , , , ,1, ,5, , ,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,1,2,1,3, ,1,2,1,2,2,1,2,2,2,46,1,1,0,0,4,3,5,2, ,1,2,1, , ,1,1, , , , , , , , , ,5.03225806451613,1.58907247610151
200772,2,1,51,51700,3,U, ,2,1,2, , ,1,1,1, ,5, , , , , , ,1,1,2,2,2,2,2, ,2, ,2,1,1,3,1,1,1,2,2,1,2,2,1, , , , , , , , , , , , , ,1, ,5, , ,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,1, , , , , , , , , , , , , , , , ,1,1,1,2,2,2,2,1,2,8,2,2,2,1,2,2,2,2,2,99,1,2,0,0,2,8,2,2, ,1,99,1, , ,2, , , , , , , , , , ,3.16129032258065,.998263478576593
200774,2,1,51,51153,3,S, ,2,1,1, , ,1,1,1, ,3, , , , , , ,1,1,2,2,2,1,1, ,2, ,2,1,1,3,1,2,2,2,2,1,2,2,1, , , , , , , , , , , , , ,6,2, ,1,2, , , ,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,2,1,2,2,2,2,2,2, , , , , , ,1,1,2,2, , , , , , , , , , , , ,2,2,2,24,2, , , ,1,6,1,2, ,1,3,1, , ,2, , , , , , , , , , ,3,.947331668445134
200775,2,1,13,13067,3,S, ,1,2,3,1,1, ,1,1, ,4, , , , , , ,2,1,2,1,2,1,2,2, , ,1,1,1,1,1,1,1,2,2,1,2,2,1, , , , , , , , , , , , , ,1, ,38, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,8,2,2,2,2,2,1,3, ,2,2,2,2,2,2,2,2,2,99,2, , , ,9,8,1,2, ,1,99,1, , ,1,1, , , , , , , , , ,2.48387096774194,.784349876024466
200778,2,1,42,42081,1,U, ,1,2,3,1,1, ,2,1, ,4, , , , , , ,1,1,2,2,2,2,1,8, , ,2,1,2,12,2,2,2,2,2,1, ,2,1, , , , , , , , , , , , , ,4,2, ,1,2, , , ,2,1,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,3,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,2,1,2,2,2,2,2,2, , , , , , ,1,1,1,2, , , , , , , , , , , , ,2,1,2,46,1,1,0,1,2,3,6,2, ,1,2,3, , ,1,1, , , , , , , , , ,3.80645161290323,1.20199071910243
200783,2,1,25,25027,1,S, ,2,1,2, , ,1,1,1, ,4, , , , , , ,2,2,2,2,2,2,2, , , ,2,1,2,7,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,8, , , , , , , , , , , , ,2,2,2,23,2, , , ,2,3,4,2, ,2,1,1, , ,2, , , , , , , , , , ,4.32258064516129,1.3649725115231
200785,2,1,38,38035,2,U, ,2,1,1, , ,1,2,2,2, , , , , , , ,2,2,2,2,8,2,2, , , ,2,1,2,8,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,3,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,1,2,1, , , , , , , , , , , , ,2,2,2,60,2, , , ,1,3,1,2, ,1,6,1, , ,1,2, , , , , , , , , ,1.58064516129032,.499131739288296
200794,2,1,29,29037,2,S, ,2,1,3, , ,1,1,1, ,2, , , , , , ,1,2,2,2,2,1,2, , , ,2,1,1,3,1,1,1,2,1,1,3,2,2, , , , , , , , , , , , , ,6,1,4, , ,2, , ,2,2,2,2,2, , , , , , , , ,1,2,2,2,1,98, , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,1,2, , , , , , ,1,8,1,2,2, ,2,2,3, ,2,1,2,2,2,2,2,1,2,29,1,1,0,0,2,5,1,2, ,1,6,1, , ,2, , , , , , , , , , ,6.87096774193548,2.16969511160015
200802,2,1,39,39155,2,U, ,1,1,4,1,1, ,1,1, ,2, , , , , , ,2,1,2,2,2,1,2,2, , ,2,1,1,3,1,1,1,2,1,1,2,2,1, , , , , , , , , , , , , ,6,1,0, , ,2, , ,1,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,2,1,2,28,2, , , ,1,4,1,2, ,1,4,1, , ,2, , , , , , , , , , ,5.70967741935484,1.80298607865364
200805,2,1,51,51810,3,U, ,1,1,3,1,1, ,2,1, ,2, , , , , , ,1,1,2,2,2,2,2,2, , ,1,1,2,8,2,2,1,2,2,1,2,2,2, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , ,1,1,2,1, , , , , , , , , , , , ,2,2,2,41,2, , , ,1,6,1,1,1,2,6,2, , ,2, , , , , , , , , , ,4.12903225806452,1.30385433936535
200806,2,1,55,55121,2,R, ,1,1,3,2,2, ,2, , , ,2,2,2,9,2,1, , , , , , , , , , ,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2, , , , , , , , , , , , ,2,2,2,57,2, , , ,1,3,1,2, ,1,6,1, , ,1,2, , , , , , , , , ,1.80645161290323,.570436273472339
200813,2,1,42,42003,1,U, ,2,2,2, , ,1,1,2,2, , , , , , , ,2,2,2,2,2,2,2, , , ,2,1,2,7,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,40, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2,2, ,2,2,3, ,2,2,2,2,2,2,2,2,2,68,2, , , ,2,7,3,2, ,1,6,1, , ,1,3, , , , , , , , , ,1.41935483870968,.448199929156838
200823,2,1,36,36033,1,R, ,2,2,1, , ,1,1,1, ,4, , , , , , ,1,1,1,2,2,1,2, ,1, ,1,1,1,1,1,1,1,1,1,1,2,2,1, , , , , , , , , , , , , ,2, ,2, , ,2, , ,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2,2,2,1,1,3, ,2,2,2,1,2,1,2,2,2,20,2, , , ,2,7,1,2, ,1,8,1, , ,1,2, , , , , , , , , ,1.41935483870968,.448199929156838
200828,2,1,42,42043,1,U, ,1,1,2,1,1, ,2,1, ,3, , , , , , ,2,1,2,2,2,2,2,2, , ,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,60, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,1,1,1,2,1,3, ,2,2,2, ,2,2,2,2,2,82,2, , , ,2,8,3,9, ,1,99,1, , ,1,3, , , , , , , , , ,1.58064516129032,.499131739288296
